a.txt;V2;127.0.0.1;9001
.checkpoints;ss_owner;127.0.0.1;9001
2.txt.bak;ss_owner;127.0.0.1;9001
test2.txt.bak;ss_owner;127.0.0.1;9001
test2.txt;ss_owner;127.0.0.1;9001
1.txt;ss_owner;127.0.0.1;9001
test.txt.bak;ss_owner;127.0.0.1;9001
secret.txt;ss_owner;127.0.0.1;9001
top_secret.txt;ss_owner;127.0.0.1;9001
2.txt;ss_owner;127.0.0.1;9001
test.txt;ss_owner;127.0.0.1;9001
test1.txt.bak;ss_owner;127.0.0.1;9001
my_docs;ss_owner;127.0.0.1;9001
alpha.txt.bak;ss_owner;127.0.0.1;9001
1.txt.bak;ss_owner;127.0.0.1;9001
alpha.txt;ss_owner;127.0.0.1;9001
test1.txt;ss_owner;127.0.0.1;9001
alpha;ss_owner;127.0.0.1;9001
top_secret.txt.bak;ss_owner;127.0.0.1;9001
